Side,Arc,Source,Target,Rot,AdaptFrac,nEval,nEvalPos,nArc,Method,Uses,BAC,Precision,Recall
Right,contig,PTT,WRM,3,0.05,508,34,51,SDMu-HSsrc,arc segments,0.6309257880367337,0.0903954802259887,0.9411764705882353
Right,contig,PTT,WRM,3,0.05,508,34,51,SDMu-PCA,arc segments,0.5132787292132043,0.06936416184971098,0.7058823529411765
Right,contig,PTT,WRM,3,0.1,508,34,102,COT-u,arc segments,0.5897244973938942,0.1038961038961039,0.47058823529411764
Right,contig,PTT,WRM,3,0.1,508,34,102,SDMu-HSsrc,arc segments,0.6319806403574088,0.0906515580736544,0.9411764705882353
Right,contig,PTT,WRM,3,0.1,508,34,102,SDMu-PCA,arc segments,0.5,0.0,0.0
Right,contig,PTT,WRM,3,0.2,508,34,203,COT-u,arc segments,0.5886696450732192,0.1032258064516129,0.47058823529411764
Right,contig,PTT,WRM,3,0.2,508,34,203,SDMu-HSsrc,arc segments,0.5760734673616282,0.07881773399014778,0.9411764705882353
Right,contig,PTT,WRM,3,0.2,508,34,203,SDMu-PCA,arc segments,0.4447753785058327,0.04225352112676056,0.17647058823529413
Right,contig,PTT,WRM,3,0.3,508,34,305,COT-u,arc segments,0.5811615785554729,0.09375,0.5294117647058824
Right,contig,PTT,WRM,3,0.3,508,34,305,SDMu-HS4,arc labels,0.6235418217920079,0.0886426592797784,0.9411764705882353
Right,contig,PTT,WRM,3,0.3,508,34,305,SDMu-HSsrc,arc segments,0.6319806403574088,0.0906515580736544,0.9411764705882353
Right,contig,PTT,WRM,3,0.3,508,34,305,SDMu-PCA,arc segments,0.5389674857284685,0.07758620689655173,0.5294117647058824
Right,contig,PTT,WRM,3,0.5,508,34,487,COT-u,arc segments,0.5959915611814346,0.10429447852760736,0.5
Right,contig,PTT,WRM,3,0.5,508,34,487,SDMu-HS4,arc labels,0.6061057334326136,0.09302325581395349,0.7058823529411765
Right,contig,PTT,WRM,3,0.5,508,34,487,SDMu-HSsrc,arc segments,0.6217423678332092,0.09375,0.7941176470588235
Right,contig,PTT,WRM,3,0.5,508,34,487,SDMu-PCA,arc segments,0.5885455448001986,0.0972972972972973,0.5294117647058824
Right,contig,PTT,WRM,4,0.05,508,32,51,COT-u,arc segments,0.5425420168067226,0.06930693069306931,0.875
Right,contig,PTT,WRM,4,0.05,508,32,51,SDMu-HSsrc,arc segments,0.5602678571428571,0.07196029776674938,0.90625
Right,contig,PTT,WRM,4,0.05,508,32,51,SDMu-PCA,arc segments,0.45115546218487396,0.054945054945054944,0.625
Right,contig,PTT,WRM,4,0.1,508,32,102,COT-u,arc segments,0.6021533613445378,0.0873015873015873,0.6875
Right,contig,PTT,WRM,4,0.1,508,32,102,SDMu-HSsrc,arc segments,0.5929621848739496,0.07865168539325842,0.875
Right,contig,PTT,WRM,4,0.1,508,32,102,SDMu-PCA,arc segments,0.42423844537815125,0.049707602339181284,0.53125
Right,contig,PTT,WRM,4,0.2,508,32,203,COT-u,arc segments,0.5933560924369747,0.09392265193370165,0.53125
Right,contig,PTT,WRM,4,0.2,508,32,203,SDMu-HSsrc,arc segments,0.595063025210084,0.07909604519774012,0.875
Right,contig,PTT,WRM,4,0.2,508,32,203,SDMu-PCA,arc segments,0.5898109243697479,0.08620689655172414,0.625
Right,contig,PTT,WRM,4,0.3,508,32,305,COT-u,arc segments,0.5815388655462185,0.08482142857142858,0.59375
Right,contig,PTT,WRM,4,0.3,508,32,305,SDMu-HSsrc,arc segments,0.639311974789916,0.09121621621621621,0.84375
Right,contig,PTT,WRM,4,0.3,508,32,305,SDMu-PCA,arc segments,0.5363707983193278,0.07116104868913857,0.59375
Right,contig,PTT,WRM,4,0.5,508,32,487,COT-u,arc segments,0.5911239495798319,0.09045226130653267,0.5625
Right,contig,PTT,WRM,4,0.5,508,32,487,SDMu-HS4,arc labels,0.6315651260504201,0.09821428571428571,0.6875
Right,contig,PTT,WRM,4,0.5,508,32,487,SDMu-HSsrc,arc segments,0.6148897058823529,0.09375,0.65625
Right,contig,PTT,WRM,4,0.5,508,32,487,SDMu-PCA,arc segments,0.5,0.0,0.0
Right,contig,PTT,WRM,5,0.05,508,32,51,COT-u,arc segments,0.6408876050420168,0.08659217877094973,0.96875
Right,contig,PTT,WRM,5,0.05,508,32,51,SDMu-HSsrc,arc segments,0.5982142857142857,0.07977207977207977,0.875
Right,contig,PTT,WRM,5,0.05,508,32,51,SDMu-PCA,arc segments,0.584952731092437,0.07911392405063292,0.78125
Right,contig,PTT,WRM,5,0.1,508,32,102,COT-u,arc segments,0.6580882352941176,0.09523809523809523,0.875
Right,contig,PTT,WRM,5,0.1,508,32,102,SDMu-HSsrc,arc segments,0.6465336134453782,0.09180327868852459,0.875
Right,contig,PTT,WRM,5,0.1,508,32,102,SDMu-PCA,arc segments,0.5606617647058824,0.07894736842105263,0.5625
Right,contig,PTT,WRM,5,0.2,508,32,203,COT-u,arc segments,0.6137079831932772,0.0912863070539419,0.6875
Right,contig,PTT,WRM,5,0.2,508,32,203,SDMu-HSsrc,arc segments,0.6303834033613445,0.0954356846473029,0.71875
Right,contig,PTT,WRM,5,0.2,508,32,203,SDMu-PCA,arc segments,0.5715598739495799,0.07744107744107744,0.71875
Right,contig,PTT,WRM,5,0.3,508,32,305,COT-u,arc segments,0.5982142857142857,0.08928571428571429,0.625
Right,contig,PTT,WRM,5,0.3,508,32,305,SDMu-HS4,arc labels,0.5865283613445378,0.08366533864541832,0.65625
Right,contig,PTT,WRM,5,0.3,508,32,305,SDMu-HSsrc,arc segments,0.6242121848739496,0.09523809523809523,0.6875
Right,contig,PTT,WRM,5,0.3,508,32,305,SDMu-PCA,arc segments,0.5877100840336135,0.08547008547008547,0.625
Right,contig,PTT,WRM,5,0.5,508,32,487,COT-u,arc segments,0.5669642857142857,0.08108108108108109,0.5625
Right,contig,PTT,WRM,5,0.5,508,32,487,SDMu-HS4,arc labels,0.6303834033613445,0.0954356846473029,0.71875
Right,contig,PTT,WRM,5,0.5,508,32,487,SDMu-HSsrc,arc segments,0.6452205882352942,0.10426540284360189,0.6875
Right,contig,PTT,WRM,5,0.5,508,32,487,SDMu-PCA,arc segments,0.5154936974789917,0.06642066420664207,0.5625
Right,contig,PTT,WRM,6,0.05,508,27,51,COT-u,arc segments,0.5927465927465927,0.07772020725388601,0.5555555555555556
Right,contig,PTT,WRM,6,0.05,508,27,51,SDMu-HSsrc,arc segments,0.6105336105336105,0.14285714285714285,0.3333333333333333
Right,contig,PTT,WRM,6,0.05,508,27,51,SDMu-PCA,arc segments,0.56006006006006,0.07142857142857142,0.4444444444444444
Right,contig,PTT,WRM,6,0.1,508,27,102,COT-u,arc segments,0.5896280896280897,0.07653061224489796,0.5555555555555556
Right,contig,PTT,WRM,6,0.1,508,27,102,SDMu-HSsrc,arc segments,0.6442596442596442,0.13793103448275862,0.4444444444444444
Right,contig,PTT,WRM,6,0.1,508,27,102,SDMu-PCA,arc segments,0.5386155386155387,0.06622516556291391,0.37037037037037035
Right,contig,PTT,WRM,6,0.2,508,27,203,COT-u,arc segments,0.5885885885885886,0.07614213197969544,0.5555555555555556
Right,contig,PTT,WRM,6,0.2,508,27,203,SDMu-HS4,arc labels,0.6270501270501271,0.09375,0.5555555555555556
Right,contig,PTT,WRM,6,0.2,508,27,203,SDMu-HSsrc,arc segments,0.6305536305536306,0.1092436974789916,0.48148148148148145
Right,contig,PTT,WRM,6,0.2,508,27,203,SDMu-PCA,arc segments,0.5642180642180642,0.07317073170731707,0.4444444444444444
Right,contig,PTT,WRM,6,0.3,508,27,305,COT-u,arc segments,0.6314776314776315,0.08225108225108226,0.7037037037037037
Right,contig,PTT,WRM,6,0.3,508,27,305,SDMu-HS4,arc labels,0.6214676214676215,0.08374384236453201,0.6296296296296297
Right,contig,PTT,WRM,6,0.3,508,27,305,SDMu-HSsrc,arc segments,0.6588896588896589,0.10179640718562874,0.6296296296296297
Right,contig,PTT,WRM,6,0.3,508,27,305,SDMu-PCA,arc segments,0.5455070455070454,0.06593406593406594,0.4444444444444444
Right,contig,PTT,WRM,6,0.5,508,27,487,COT-u,arc segments,0.575075075075075,0.07142857142857142,0.5555555555555556
Right,contig,PTT,WRM,6,0.5,508,27,487,SDMu-HS4,arc labels,0.634981134981135,0.08947368421052632,0.6296296296296297
Right,contig,PTT,WRM,6,0.5,508,27,487,SDMu-HSsrc,arc segments,0.6649341649341649,0.1,0.6666666666666666
Right,contig,PTT,WRM,6,0.5,508,27,487,SDMu-PCA,arc segments,0.6112651112651113,0.08247422680412371,0.5925925925925926
Right,contig,PTT,WRM,7,0.05,508,27,51,COT-u,arc segments,0.5964425964425965,0.09022556390977443,0.4444444444444444
Right,contig,PTT,WRM,7,0.05,508,27,51,SDMu-HS4,arc labels,0.5435435435435436,0.08450704225352113,0.2222222222222222
Right,contig,PTT,WRM,7,0.05,508,27,51,SDMu-HSsrc,arc segments,0.5597905597905598,0.08602150537634409,0.2962962962962963
Right,contig,PTT,WRM,7,0.05,508,27,51,SDMu-PCA,arc segments,0.5,0.0,0.0
Right,contig,PTT,WRM,7,0.1,508,27,102,COT-u,arc segments,0.5602525602525602,0.0738255033557047,0.4074074074074074
Right,contig,PTT,WRM,7,0.1,508,27,102,SDMu-HS4,arc labels,0.531069531069531,0.07228915662650602,0.2222222222222222
Right,contig,PTT,WRM,7,0.1,508,27,102,SDMu-HSsrc,arc segments,0.5966350966350966,0.09649122807017543,0.4074074074074074
Right,contig,PTT,WRM,7,0.1,508,27,102,SDMu-PCA,arc segments,0.5635635635635636,0.07874015748031496,0.37037037037037035
Right,contig,PTT,WRM,7,0.2,508,27,203,COT-u,arc segments,0.6104951104951105,0.07407407407407407,0.7407407407407407
Right,contig,PTT,WRM,7,0.2,508,27,203,SDMu-HS4,arc labels,0.6591591591591592,0.08677685950413223,0.7777777777777778
Right,contig,PTT,WRM,7,0.2,508,27,203,SDMu-HSsrc,arc segments,0.6484946484946486,0.096045197740113,0.6296296296296297
Right,contig,PTT,WRM,7,0.2,508,27,203,SDMu-PCA,arc segments,0.6347886347886348,0.0861244019138756,0.6666666666666666
Right,contig,PTT,WRM,7,0.3,508,27,305,COT-u,arc segments,0.6238161238161238,0.07608695652173914,0.7777777777777778
Right,contig,PTT,WRM,7,0.3,508,27,305,SDMu-HS4,arc labels,0.6487641487641488,0.08333333333333333,0.7777777777777778
Right,contig,PTT,WRM,7,0.3,508,27,305,SDMu-HSsrc,arc segments,0.6503811503811503,0.09278350515463918,0.6666666666666666
Right,contig,PTT,WRM,7,0.3,508,27,305,SDMu-PCA,arc segments,0.5,0.0,0.0
Right,contig,PTT,WRM,7,0.5,508,27,498,COT-u,arc segments,0.6025641025641025,0.075,0.6666666666666666
Right,contig,PTT,WRM,7,0.5,508,27,498,SDMu-HS4,arc labels,0.6645491645491646,0.09174311926605505,0.7407407407407407
Right,contig,PTT,WRM,7,0.5,508,27,498,SDMu-HSsrc,arc segments,0.6503811503811503,0.09278350515463918,0.6666666666666666
Right,contig,PTT,WRM,7,0.5,508,27,498,SDMu-PCA,arc segments,0.6148456148456148,0.07692307692307693,0.7037037037037037
Right,contig,RTT,HTL,0,0.05,401,82,40,COT-u,arc segments,0.5103601192751739,0.21164021164021163,0.4878048780487805
Right,contig,RTT,HTL,0,0.05,401,82,40,SDMu-HS4,arc labels,0.5909855493539261,0.3050847457627119,0.43902439024390244
Right,contig,RTT,HTL,0,0.05,401,82,40,SDMu-HSsrc,arc segments,0.6397660371588042,0.3492063492063492,0.5365853658536586
Right,contig,RTT,HTL,0,0.05,401,82,40,SDMu-PCA,arc segments,0.5521828886000459,0.23529411764705882,0.6341463414634146
Right,contig,RTT,HTL,0,0.1,401,82,80,COT-u,arc segments,0.5114305375028672,0.21052631578947367,0.6341463414634146
Right,contig,RTT,HTL,0,0.1,401,82,80,SDMu-HS4,arc labels,0.5739162015444605,0.28225806451612906,0.4268292682926829
Right,contig,RTT,HTL,0,0.1,401,82,80,SDMu-HSsrc,arc segments,0.6451754721308969,0.3333333333333333,0.5975609756097561
Right,contig,RTT,HTL,0,0.1,401,82,80,SDMu-PCA,arc segments,0.6467428702500191,0.3356164383561644,0.5975609756097561
Right,contig,RTT,HTL,0,0.2,401,82,161,COT-u,arc segments,0.4778270509977827,0.19444444444444445,0.6829268292682927
Right,contig,RTT,HTL,0,0.2,401,82,161,SDMu-HS4,arc labels,0.6425567703952901,0.34328358208955223,0.5609756097560976
Right,contig,RTT,HTL,0,0.2,401,82,161,SDMu-HSsrc,arc segments,0.6409893722761679,0.34074074074074073,0.5609756097560976
Right,contig,RTT,HTL,0,0.2,401,82,161,SDMu-PCA,arc segments,0.5499082498661977,0.23737373737373738,0.573170731707317
Right,contig,RTT,HTL,0,0.3,401,82,241,COT-u,arc segments,0.48637128220811987,0.1986970684039088,0.7439024390243902
Right,contig,RTT,HTL,0,0.3,401,82,241,SDMu-HS4,arc labels,0.6286222188240691,0.32608695652173914,0.5487804878048781
Right,contig,RTT,HTL,0,0.3,401,82,241,SDMu-HSsrc,arc segments,0.6376825445370441,0.33098591549295775,0.573170731707317
Right,contig,RTT,HTL,0,0.3,401,82,241,SDMu-PCA,arc segments,0.6413334352779265,0.352,0.5365853658536586
Right,contig,RTT,HTL,0,0.5,401,82,391,COT-u,arc segments,0.5241417539567246,0.21794871794871795,0.6219512195121951
Right,contig,RTT,HTL,0,0.5,401,82,391,SDMu-HS4,arc labels,0.6308777429467085,0.3504273504273504,0.5
Right,contig,RTT,HTL,0,0.5,401,82,391,SDMu-HSsrc,arc segments,0.6409893722761679,0.34074074074074073,0.5609756097560976
Right,contig,RTT,HTL,0,0.5,401,82,391,SDMu-PCA,arc segments,0.6543887147335423,0.4019607843137255,0.5
Right,contig,RTT,HTL,1,0.05,401,78,40,COT-u,arc segments,0.6528935460824006,0.32432432432432434,0.6153846153846154
Right,contig,RTT,HTL,1,0.05,401,78,40,SDMu-HS4,arc labels,0.558942605382234,0.24489795918367346,0.46153846153846156
Right,contig,RTT,HTL,1,0.05,401,78,40,SDMu-HSsrc,arc segments,0.6310034135111534,0.29936305732484075,0.6025641025641025
Right,contig,RTT,HTL,1,0.05,401,78,40,SDMu-PCA,arc segments,0.6396165753750893,0.29651162790697677,0.6538461538461539
Right,contig,RTT,HTL,1,0.1,401,78,80,COT-u,arc segments,0.6363221401921093,0.3233082706766917,0.5512820512820513
Right,contig,RTT,HTL,1,0.1,401,78,80,SDMu-HS4,arc labels,0.5335397316821465,0.23214285714285715,0.3333333333333333
Right,contig,RTT,HTL,1,0.1,401,78,80,SDMu-HSsrc,arc segments,0.6122291021671826,0.3046875,0.5
Right,contig,RTT,HTL,1,0.1,401,78,80,SDMu-PCA,arc segments,0.631678177343812,0.3161764705882353,0.5512820512820513
Right,contig,RTT,HTL,1,0.2,401,78,161,COT-u,arc segments,0.41251885369532426,0.15699658703071673,0.5897435897435898
Right,contig,RTT,HTL,1,0.2,401,78,161,SDMu-HS4,arc labels,0.6338810827974914,0.30666666666666664,0.5897435897435898
Right,contig,RTT,HTL,1,0.2,401,78,161,SDMu-HSsrc,arc segments,0.624593157100897,0.2948717948717949,0.5897435897435898
Right,contig,RTT,HTL,1,0.2,401,78,161,SDMu-PCA,arc segments,0.48197983646900056,0.18357487922705315,0.48717948717948717
Right,contig,RTT,HTL,1,0.3,401,78,241,COT-u,arc segments,0.47552988806858776,0.18345323741007194,0.6538461538461539
Right,contig,RTT,HTL,1,0.3,401,78,241,SDMu-HS4,arc labels,0.631678177343812,0.3161764705882353,0.5512820512820513
Right,contig,RTT,HTL,1,0.3,401,78,241,SDMu-HSsrc,arc segments,0.6188576645232993,0.30597014925373134,0.5256410256410257
Right,contig,RTT,HTL,1,0.3,401,78,241,SDMu-PCA,arc segments,0.6038144002540288,0.2792207792207792,0.5512820512820513
Right,contig,RTT,HTL,1,0.5,401,78,380,COT-u,arc segments,0.5022822894339922,0.19557195571955718,0.6794871794871795
Right,contig,RTT,HTL,1,0.5,401,78,380,SDMu-HS4,arc labels,0.618421052631579,0.31451612903225806,0.5
Right,contig,RTT,HTL,1,0.5,401,78,380,SDMu-HSsrc,arc segments,0.6206239580852584,0.30434782608695654,0.5384615384615384
Right,contig,RTT,HTL,1,0.5,401,78,380,SDMu-PCA,arc segments,0.6124474081130428,0.3007518796992481,0.5128205128205128
Right,contig,RTT,HTL,2,0.05,401,78,40,COT-u,arc segments,0.5602325950623164,0.2300469483568075,0.6282051282051282
Right,contig,RTT,HTL,2,0.05,401,78,40,SDMu-HS4,arc labels,0.5847820909740414,0.25,0.6153846153846154
Right,contig,RTT,HTL,2,0.05,401,78,40,SDMu-HSsrc,arc segments,0.6365206001428911,0.29310344827586204,0.6538461538461539
Right,contig,RTT,HTL,2,0.05,401,78,40,SDMu-PCA,arc segments,0.6340993887433516,0.3032258064516129,0.6025641025641025
Right,contig,RTT,HTL,2,0.1,401,78,80,COT-u,arc segments,0.5703937445423514,0.23348017621145375,0.6794871794871795
Right,contig,RTT,HTL,2,0.1,401,78,80,SDMu-HS4,arc labels,0.6216956418194808,0.271356783919598,0.6923076923076923
Right,contig,RTT,HTL,2,0.1,401,78,80,SDMu-HSsrc,arc segments,0.6216956418194808,0.271356783919598,0.6923076923076923
Right,contig,RTT,HTL,2,0.1,401,78,80,SDMu-PCA,arc segments,0.6285623561165357,0.28735632183908044,0.6410256410256411
Right,contig,RTT,HTL,2,0.2,401,78,161,COT-u,arc segments,0.5589029133920775,0.228310502283105,0.6410256410256411
Right,contig,RTT,HTL,2,0.2,401,78,161,SDMu-HS4,arc labels,0.6216956418194808,0.271356783919598,0.6923076923076923
Right,contig,RTT,HTL,2,0.2,401,78,161,SDMu-HSsrc,arc segments,0.6216956418194808,0.271356783919598,0.6923076923076923
Right,contig,RTT,HTL,2,0.2,401,78,161,SDMu-PCA,arc segments,0.630546955624355,0.28415300546448086,0.6666666666666666
Right,contig,RTT,HTL,2,0.3,401,78,241,COT-u,arc segments,0.5542589505437803,0.22522522522522523,0.6410256410256411
Right,contig,RTT,HTL,2,0.3,401,78,241,SDMu-HS4,arc labels,0.6110780344526474,0.26066350710900477,0.7051282051282052
Right,contig,RTT,HTL,2,0.3,401,78,241,SDMu-HSsrc,arc segments,0.6316384853536556,0.27403846153846156,0.7307692307692307
Right,contig,RTT,HTL,2,0.3,401,78,241,SDMu-PCA,arc segments,0.5923037231086766,0.25824175824175827,0.6025641025641025
Right,contig,RTT,HTL,2,0.5,401,78,380,COT-u,arc segments,0.5038501230451695,0.19658119658119658,0.5897435897435898
Right,contig,RTT,HTL,2,0.5,401,78,380,SDMu-HS4,arc labels,0.6057791537667698,0.2613065326633166,0.6666666666666666
Right,contig,RTT,HTL,2,0.5,401,78,380,SDMu-HSsrc,arc segments,0.6309835675160753,0.27979274611398963,0.6923076923076923
Right,contig,RTT,HTL,2,0.5,401,78,380,SDMu-PCA,arc segments,0.5,0.0,0.0
Right,contig,RTT,HTL,3,0.05,401,91,40,COT-u,arc segments,0.5691953208082241,0.2602739726027397,0.8351648351648352
Right,contig,RTT,HTL,3,0.05,401,91,40,SDMu-HS4,arc labels,0.5875398794753633,0.2737642585551331,0.7912087912087912
Right,contig,RTT,HTL,3,0.05,401,91,40,SDMu-HSsrc,arc segments,0.5953562566465792,0.27335640138408307,0.8681318681318682
Right,contig,RTT,HTL,3,0.05,401,91,40,SDMu-PCA,arc segments,0.5595179014533853,0.2550335570469799,0.8351648351648352
Right,contig,RTT,HTL,3,0.1,401,91,80,COT-u,arc segments,0.5772598369372564,0.26480836236933797,0.8351648351648352
Right,contig,RTT,HTL,3,0.1,401,91,80,SDMu-HS4,arc labels,0.5901630627437079,0.2724014336917563,0.8351648351648352
Right,contig,RTT,HTL,3,0.1,401,91,80,SDMu-HSsrc,arc segments,0.5956575682382134,0.275,0.8461538461538461
Right,contig,RTT,HTL,3,0.1,401,91,80,SDMu-PCA,arc segments,0.6140552995391705,0.2857142857142857,0.8571428571428571
Right,contig,RTT,HTL,3,0.2,401,91,161,COT-u,arc segments,0.5656150301311592,0.2597864768683274,0.8021978021978022
Right,contig,RTT,HTL,3,0.2,401,91,161,SDMu-HS4,arc labels,0.608206309819213,0.2857142857142857,0.8131868131868132
Right,contig,RTT,HTL,3,0.2,401,91,161,SDMu-HSsrc,arc segments,0.611077632045374,0.29098360655737704,0.7802197802197802
Right,contig,RTT,HTL,3,0.2,401,91,161,SDMu-PCA,arc segments,0.6020028358738037,0.28879310344827586,0.7362637362637363
Right,contig,RTT,HTL,3,0.3,401,91,241,COT-u,arc segments,0.5948954271534916,0.28448275862068967,0.7252747252747253
Right,contig,RTT,HTL,3,0.3,401,91,241,SDMu-HS4,arc labels,0.6127437079049982,0.28679245283018867,0.8351648351648352
Right,contig,RTT,HTL,3,0.3,401,91,241,SDMu-HSsrc,arc segments,0.6023573200992556,0.2857142857142857,0.7692307692307693
Right,contig,RTT,HTL,3,0.3,401,91,241,SDMu-PCA,arc segments,0.6061857497341369,0.29333333333333333,0.7252747252747253
Right,contig,RTT,HTL,3,0.5,401,91,380,COT-u,arc segments,0.5842609003899326,0.2757201646090535,0.7362637362637363
Right,contig,RTT,HTL,3,0.5,401,91,380,SDMu-HS4,arc labels,0.5810350939383198,0.27346938775510204,0.7362637362637363
Right,contig,RTT,HTL,3,0.5,401,91,380,SDMu-HSsrc,arc segments,0.6065402339595888,0.28991596638655465,0.7582417582417582
Right,contig,RTT,HTL,3,0.5,401,91,380,SDMu-PCA,arc segments,0.6016483516483517,0.2922374429223744,0.7032967032967034
Right,contig,RTT,HTL,4,0.05,401,76,40,COT-u,arc segments,0.6379757085020242,0.25806451612903225,0.8421052631578947
Right,contig,RTT,HTL,4,0.05,401,76,40,SDMu-HS4,arc labels,0.6003036437246964,0.24444444444444444,0.7236842105263158
Right,contig,RTT,HTL,4,0.05,401,76,40,SDMu-HSsrc,arc segments,0.6774898785425101,0.3270440251572327,0.6842105263157895
Right,contig,RTT,HTL,4,0.05,401,76,40,SDMu-PCA,arc segments,0.6066194331983805,0.24380165289256198,0.7763157894736842
Right,contig,RTT,HTL,4,0.1,401,76,80,COT-u,arc segments,0.5971255060728745,0.23484848484848486,0.8157894736842105
Right,contig,RTT,HTL,4,0.1,401,76,80,SDMu-HS4,arc labels,0.5912348178137652,0.23412698412698413,0.7763157894736842
Right,contig,RTT,HTL,4,0.1,401,76,80,SDMu-HSsrc,arc segments,0.6439676113360324,0.26905829596412556,0.7894736842105263
Right,contig,RTT,HTL,4,0.1,401,76,80,SDMu-PCA,arc segments,0.6039676113360324,0.24096385542168675,0.7894736842105263
Right,contig,RTT,HTL,4,0.2,401,76,161,COT-u,arc segments,0.6069433198380567,0.23591549295774647,0.881578947368421
Right,contig,RTT,HTL,4,0.2,401,76,161,SDMu-HS4,arc labels,0.6047165991902834,0.23310810810810811,0.9078947368421053
Right,contig,RTT,HTL,4,0.2,401,76,161,SDMu-HSsrc,arc segments,0.6271052631578947,0.24315068493150685,0.9342105263157895
Right,contig,RTT,HTL,4,0.2,401,76,161,SDMu-PCA,arc segments,0.6351619433198381,0.2606837606837607,0.8026315789473685
Right,contig,RTT,HTL,4,0.3,401,76,241,COT-u,arc segments,0.6381376518218623,0.2527881040892193,0.8947368421052632
Right,contig,RTT,HTL,4,0.3,401,76,241,SDMu-HS4,arc labels,0.6170242914979758,0.23958333333333334,0.9078947368421053
Right,contig,RTT,HTL,4,0.3,401,76,241,SDMu-HSsrc,arc segments,0.6308704453441296,0.24731182795698925,0.9078947368421053
Right,contig,RTT,HTL,4,0.3,401,76,241,SDMu-PCA,arc segments,0.6294331983805668,0.2551440329218107,0.8157894736842105
Right,contig,RTT,HTL,4,0.5,401,76,381,COT-u,arc segments,0.6073684210526316,0.23529411764705882,0.8947368421052632
Right,contig,RTT,HTL,4,0.5,401,76,381,SDMu-HS4,arc labels,0.551923076923077,0.21348314606741572,0.75
Right,contig,RTT,HTL,4,0.5,401,76,381,SDMu-HSsrc,arc segments,0.6395141700404858,0.2591093117408907,0.8421052631578947
Right,contig,RTT,HTL,4,0.5,401,76,381,SDMu-PCA,arc segments,0.5807287449392713,0.23045267489711935,0.7368421052631579
